10,7,9,-3,2,0.771362431,0.771362431,0.771362431
5,2,6,-3,4,0.771362431,0.771362431,0.771362431
5,0.5,8.5,-4.5,8,0.771362431,0.771362431,0.771362431
9,3,11,-6,8,0.77055175,0.77055175,0.77055175
11,5,15,-6,10,0.77055175,0.77055175,0.77055175
11,8,20,-3,12,0.768521307,0.768521307,0.768521307
11,6.5,14.5,-4.5,8,0.764852927,0.764852927,0.764852927
6,0,12,-6,12,0.764852927,0.764852927,0.764852927
8,2,16,-6,14,0.764852927,0.764852927,0.764852927
8,3.5,5.5,-4.5,2,0.760345316,0.760345316,0.760345316
9,6,8,-3,2,0.760345316,0.760345316,0.760345316
7,1,7,-6,6,0.760345316,0.760345316,0.760345316
7,1,11,-6,10,0.760345316,0.760345316,0.760345316
8,2,14,-6,12,0.760345316,0.760345316,0.760345316
8,5,9,-3,4,0.759934208,0.759934208,0.759934208
11,5,9,-6,4,0.758287544,0.758287544,0.758287544
8,3.5,7.5,-4.5,4,0.758287544,0.758287544,0.758287544
11,5,17,-6,12,0.754983444,0.754983444,0.754983444
6,0,4,-6,4,0.754155156,0.754155156,0.754155156
6,1.5,7.5,-4.5,6,0.748748957,0.748748957,0.748748957
7,4,10,-3,6,0.746240578,0.746240578,0.746240578
6,1.5,9.5,-4.5,8,0.746240578,0.746240578,0.746240578
7,1,15,-6,14,0.746240578,0.746240578,0.746240578
6,3,5,-3,2,0.744983221,0.744983221,0.744983221
9,6,10,-3,4,0.744983221,0.744983221,0.744983221
9,6,12,-3,6,0.744983221,0.744983221,0.744983221
7,2.5,12.5,-4.5,10,0.744983221,0.744983221,0.744983221
6,1.5,15.5,-4.5,14,0.743303437,0.743303437,0.743303437
8,2,10,-6,8,0.741619849,0.741619849,0.741619849
11,8,14,-3,6,0.739509973,0.739509973,0.739509973
6,0,6,-6,6,0.739087275,0.739087275,0.739087275
9,4.5,10.5,-4.5,6,0.739087275,0.739087275,0.739087275
9,6,20,-3,14,0.736545993,0.736545993,0.736545993
5,2,4,-3,2,0.734846923,0.734846923,0.734846923
5,0.5,4.5,-4.5,4,0.734846923,0.734846923,0.734846923
11,6.5,16.5,-4.5,10,0.734846923,0.734846923,0.734846923
8,3.5,15.5,-4.5,12,0.734846923,0.734846923,0.734846923
7,2.5,16.5,-4.5,14,0.732290926,0.732290926,0.732290926
5,2,10,-3,8,0.729297607,0.729297607,0.729297607
8,5,11,-3,6,0.728868987,0.728868987,0.728868987
8,5,15,-3,10,0.728868987,0.728868987,0.728868987
10,4,10,-6,6,0.724568837,0.724568837,0.724568837
9,4.5,16.5,-4.5,12,0.724568837,0.724568837,0.724568837
8,5,17,-3,12,0.724568837,0.724568837,0.724568837
9,6,18,-3,12,0.724568837,0.724568837,0.724568837
6,1.5,5.5,-4.5,4,0.722841615,0.722841615,0.722841615
11,8,12,-3,4,0.722841615,0.722841615,0.722841615
10,5.5,17.5,-4.5,12,0.722841615,0.722841615,0.722841615
11,6.5,18.5,-4.5,12,0.722841615,0.722841615,0.722841615
6,3,7,-3,4,0.721110255,0.721110255,0.721110255
10,7,19,-3,12,0.721110255,0.721110255,0.721110255
5,-1,7,-6,8,0.719374728,0.719374728,0.719374728
7,1,9,-6,8,0.719374728,0.719374728,0.719374728
9,6,14,-3,8,0.718070331,0.718070331,0.718070331
5,0.5,12.5,-4.5,12,0.715454401,0.715454401,0.715454401
9,4.5,18.5,-4.5,14,0.715454401,0.715454401,0.715454401
8,5,19,-3,14,0.714142843,0.714142843,0.714142843
7,4,16,-3,12,0.713267131,0.713267131,0.713267131
10,7,21,-3,14,0.713267131,0.713267131,0.713267131
6,3,15,-3,12,0.711512474,0.711512474,0.711512474
7,2.5,4.5,-4.5,2,0.709753478,0.709753478,0.709753478
7,2.5,10.5,-4.5,8,0.709313048,0.709313048,0.709313048
6,3,9,-3,6,0.707106781,0.707106781,0.707106781
6,0,8,-6,8,0.703562364,0.703562364,0.703562364
10,7,15,-3,8,0.703562364,0.703562364,0.703562364
7,2.5,8.5,-4.5,6,0.699106573,0.699106573,0.699106573
9,6,16,-3,10,0.699106573,0.699106573,0.699106573
7,4,6,-3,2,0.696867993,0.696867993,0.696867993
5,-1,13,-6,14,0.696867993,0.696867993,0.696867993
7,4,12,-3,8,0.693721846,0.693721846,0.693721846
5,2,12,-3,10,0.692820323,0.692820323,0.692820323
10,7,13,-3,6,0.688748866,0.688748866,0.688748866
5,-1,5,-6,6,0.684653197,0.684653197,0.684653197
6,3,13,-3,10,0.678232998,0.678232998,0.678232998
5,2,16,-3,14,0.678232998,0.678232998,0.678232998
11,8,22,-3,14,0.678232998,0.678232998,0.678232998
7,4,8,-3,4,0.668019461,0.668019461,0.668019461
10,7,17,-3,10,0.663324958,0.663324958,0.663324958
6,3,11,-3,8,0.662853679,0.662853679,0.662853679
8,5,13,-3,8,0.661437828,0.661437828,0.661437828
11,8,16,-3,8,0.645658579,0.645658579,0.645658579
7,4,14,-3,10,0.645658579,0.645658579,0.645658579
5,-1,9,-6,10,0.631466547,0.631466547,0.631466547
6,3,17,-3,14,0.62699681,0.62699681,0.62699681
5,2,14,-3,12,0.609815546,0.609815546,0.609815546
6,0,14,-6,14,0.609815546,0.609815546,0.609815546
8,6.5,16.5,-1.5,10,0.6,0.6,0.6
7,5.5,7.5,-1.5,2,0.591607978,0.591607978,0.591607978
6,1.5,3.5,-4.5,2,0.587367006,0.587367006,0.587367006
5,3.5,13.5,-1.5,10,0.58630197,0.58630197,0.58630197
5,-1,3,-6,4,0.561248608,0.561248608,0.561248608
5,3.5,7.5,-1.5,4,0.559016994,0.559016994,0.559016994
11,9.5,15.5,-1.5,6,0.530330086,0.530330086,0.530330086
5,3.5,5.5,-1.5,2,0.519615242,0.519615242,0.519615242
5,3.5,11.5,-1.5,8,0.511126208,0.511126208,0.511126208
9,7.5,15.5,-1.5,8,0.511126208,0.511126208,0.511126208
6,4.5,10.5,-1.5,6,0.508674749,0.508674749,0.508674749
10,8.5,18.5,-1.5,10,0.497493719,0.497493719,0.497493719
11,9.5,19.5,-1.5,10,0.497493719,0.497493719,0.497493719
7,5.5,17.5,-1.5,12,0.494342998,0.494342998,0.494342998
8,6.5,10.5,-1.5,4,0.487339717,0.487339717,0.487339717
5,3.5,15.5,-1.5,12,0.487339717,0.487339717,0.487339717
6,4.5,6.5,-1.5,2,0.486055552,0.486055552,0.486055552
9,7.5,13.5,-1.5,6,0.484122918,0.484122918,0.484122918
6,4.5,12.5,-1.5,8,0.48347699,0.48347699,0.48347699
11,9.5,11.5,-1.5,2,0.479583152,0.479583152,0.479583152
5,3.5,9.5,-1.5,6,0.474341649,0.474341649,0.474341649
6,4.5,18.5,-1.5,14,0.472361091,0.472361091,0.472361091
8,6.5,18.5,-1.5,12,0.469041576,0.469041576,0.469041576
10,8.5,22.5,-1.5,14,0.469041576,0.469041576,0.469041576
11,9.5,17.5,-1.5,8,0.46233105,0.46233105,0.46233105
7,5.5,15.5,-1.5,10,0.46233105,0.46233105,0.46233105
10,8.5,20.5,-1.5,12,0.46233105,0.46233105,0.46233105
6,4.5,14.5,-1.5,10,0.460977223,0.460977223,0.460977223
5,5,13,0,8,0.458257569,0.458257569,0.458257569
6,4.5,8.5,-1.5,4,0.450693909,0.450693909,0.450693909
7,5.5,19.5,-1.5,14,0.45,0.45,0.45
11,9.5,23.5,-1.5,14,0.45,0.45,0.45
6,4.5,16.5,-1.5,12,0.449305019,0.449305019,0.449305019
9,7.5,9.5,-1.5,2,0.443705984,0.443705984,0.443705984
10,13,21,3,8,0.443705984,0.443705984,0.443705984
7,10,20,3,10,0.443705984,0.443705984,0.443705984
7,5.5,13.5,-1.5,8,0.437321392,0.437321392,0.437321392
11,9.5,21.5,-1.5,12,0.437321392,0.437321392,0.437321392
8,6.5,12.5,-1.5,6,0.435889894,0.435889894,0.435889894
11,9.5,13.5,-1.5,4,0.432290412,0.432290412,0.432290412
9,7.5,19.5,-1.5,12,0.428660705,0.428660705,0.428660705
5,3.5,17.5,-1.5,14,0.428660705,0.428660705,0.428660705
8,6.5,8.5,-1.5,2,0.424264069,0.424264069,0.424264069
8,8,10,0,2,0.418330013,0.418330013,0.418330013
9,7.5,11.5,-1.5,4,0.418330013,0.418330013,0.418330013
9,7.5,17.5,-1.5,10,0.418330013,0.418330013,0.418330013
7,5.5,9.5,-1.5,4,0.413067791,0.413067791,0.413067791
10,8.5,16.5,-1.5,8,0.412310563,0.412310563,0.412310563
11,5,7,-6,2,0.410791918,0.410791918,0.410791918
11,15.5,15.5,4.5,0,0.403112887,0.403112887,0.403112887
11,14,18,3,4,0.403112887,0.403112887,0.403112887
5,11,15,6,4,0.4,0.4,0.4
9,3,5,-6,2,0.399217986,0.399217986,0.399217986
8,6.5,14.5,-1.5,8,0.399217986,0.399217986,0.399217986
10,4,6,-6,2,0.385681216,0.385681216,0.385681216
10,8.5,10.5,-1.5,2,0.385681216,0.385681216,0.385681216
9,7.5,21.5,-1.5,14,0.385681216,0.385681216,0.385681216
9,10.5,24.5,1.5,14,0.385681216,0.385681216,0.385681216
10,13,27,3,14,0.385681216,0.385681216,0.385681216
7,13,27,6,14,0.385681216,0.385681216,0.385681216
8,12.5,26.5,4.5,14,0.382426464,0.382426464,0.382426464
11,15.5,29.5,4.5,14,0.382426464,0.382426464,0.382426464
9,15,29,6,14,0.382426464,0.382426464,0.382426464
9,12,14,3,2,0.375,0.375,0.375
5,0.5,2.5,-4.5,2,0.374165739,0.374165739,0.374165739
8,9.5,9.5,1.5,0,0.371651719,0.371651719,0.371651719
6,10.5,12.5,4.5,2,0.371651719,0.371651719,0.371651719
11,15.5,17.5,4.5,2,0.371651719,0.371651719,0.371651719
6,9,15,3,6,0.371651719,0.371651719,0.371651719
11,14,20,3,6,0.371651719,0.371651719,0.371651719
8,9.5,21.5,1.5,12,0.367423461,0.367423461,0.367423461
11,14,26,3,12,0.367423461,0.367423461,0.367423461
8,2,4,-6,2,0.362284419,0.362284419,0.362284419
9,10.5,12.5,1.5,2,0.362284419,0.362284419,0.362284419
10,10,18,0,8,0.362284419,0.362284419,0.362284419
11,12.5,20.5,1.5,8,0.362284419,0.362284419,0.362284419
11,17,25,6,8,0.362284419,0.362284419,0.362284419
8,9.5,19.5,1.5,10,0.362284419,0.362284419,0.362284419
8,14,24,6,10,0.362284419,0.362284419,0.362284419
5,11,25,6,14,0.362284419,0.362284419,0.362284419
10,10,16,0,6,0.361420807,0.361420807,0.361420807
10,10,10,0,0,0.360555128,0.360555128,0.360555128
8,14,18,6,4,0.360555128,0.360555128,0.360555128
7,8.5,14.5,1.5,6,0.360555128,0.360555128,0.360555128
6,7.5,15.5,1.5,8,0.360555128,0.360555128,0.360555128
8,9.5,17.5,1.5,8,0.360555128,0.360555128,0.360555128
8,14,22,6,8,0.360555128,0.360555128,0.360555128
6,12,24,6,12,0.357071421,0.357071421,0.357071421
7,5.5,11.5,-1.5,6,0.351781182,0.351781182,0.351781182
7,7,9,0,2,0.35,0.35,0.35
7,7,15,0,8,0.35,0.35,0.35
10,11.5,23.5,1.5,12,0.35,0.35,0.35
8,14,26,6,12,0.35,0.35,0.35
6,12,26,6,14,0.35,0.35,0.35
11,8,8,-3,0,0.349106001,0.349106001,0.349106001
7,10,10,3,0,0.349106001,0.349106001,0.349106001
9,13.5,13.5,4.5,0,0.349106001,0.349106001,0.349106001
11,12.5,14.5,1.5,2,0.349106001,0.349106001,0.349106001
10,16,18,6,2,0.349106001,0.349106001,0.349106001
7,8.5,12.5,1.5,4,0.349106001,0.349106001,0.349106001
9,12,16,3,4,0.349106001,0.349106001,0.349106001
7,13,17,6,4,0.349106001,0.349106001,0.349106001
9,15,19,6,4,0.349106001,0.349106001,0.349106001
11,11,17,0,6,0.349106001,0.349106001,0.349106001
8,9.5,15.5,1.5,6,0.349106001,0.349106001,0.349106001
10,14.5,20.5,4.5,6,0.349106001,0.349106001,0.349106001
7,13,21,6,8,0.349106001,0.349106001,0.349106001
6,10.5,22.5,4.5,12,0.349106001,0.349106001,0.349106001
6,10.5,24.5,4.5,14,0.349106001,0.349106001,0.349106001
9,13.5,27.5,4.5,14,0.349106001,0.349106001,0.349106001
10,16,30,6,14,0.349106001,0.349106001,0.349106001
10,8.5,14.5,-1.5,6,0.346410162,0.346410162,0.346410162
6,6,14,0,8,0.346410162,0.346410162,0.346410162
10,11.5,21.5,1.5,10,0.346410162,0.346410162,0.346410162
10,16,26,6,10,0.346410162,0.346410162,0.346410162
7,8.5,22.5,1.5,14,0.346410162,0.346410162,0.346410162
6,10.5,10.5,4.5,0,0.341869858,0.341869858,0.341869858
6,9,13,3,4,0.341869858,0.341869858,0.341869858
9,15,21,6,6,0.341869858,0.341869858,0.341869858
8,6.5,20.5,-1.5,14,0.341869858,0.341869858,0.341869858
11,11,11,0,0,0.337268439,0.337268439,0.337268439
11,12.5,12.5,1.5,0,0.337268439,0.337268439,0.337268439
10,13,13,3,0,0.337268439,0.337268439,0.337268439
10,14.5,14.5,4.5,0,0.337268439,0.337268439,0.337268439
7,13,13,6,0,0.337268439,0.337268439,0.337268439
9,9,11,0,2,0.337268439,0.337268439,0.337268439
7,11.5,13.5,4.5,2,0.337268439,0.337268439,0.337268439
5,11,13,6,2,0.337268439,0.337268439,0.337268439
7,13,15,6,2,0.337268439,0.337268439,0.337268439
10,8.5,12.5,-1.5,4,0.337268439,0.337268439,0.337268439
7,7,11,0,4,0.337268439,0.337268439,0.337268439
9,9,13,0,4,0.337268439,0.337268439,0.337268439
10,11.5,15.5,1.5,4,0.337268439,0.337268439,0.337268439
10,13,17,3,4,0.337268439,0.337268439,0.337268439
7,11.5,15.5,4.5,4,0.337268439,0.337268439,0.337268439
7,10,16,3,6,0.337268439,0.337268439,0.337268439
5,9.5,15.5,4.5,6,0.337268439,0.337268439,0.337268439
7,11.5,17.5,4.5,6,0.337268439,0.337268439,0.337268439
6,12,18,6,6,0.337268439,0.337268439,0.337268439
10,11.5,19.5,1.5,8,0.337268439,0.337268439,0.337268439
5,8,16,3,8,0.337268439,0.337268439,0.337268439
11,14,22,3,8,0.337268439,0.337268439,0.337268439
5,9.5,17.5,4.5,8,0.337268439,0.337268439,0.337268439
10,16,24,6,8,0.337268439,0.337268439,0.337268439
6,6,16,0,10,0.337268439,0.337268439,0.337268439
7,8.5,18.5,1.5,10,0.337268439,0.337268439,0.337268439
9,10.5,20.5,1.5,10,0.337268439,0.337268439,0.337268439
8,11,21,3,10,0.337268439,0.337268439,0.337268439
11,15.5,25.5,4.5,10,0.337268439,0.337268439,0.337268439
7,13,23,6,10,0.337268439,0.337268439,0.337268439
9,15,25,6,10,0.337268439,0.337268439,0.337268439
7,7,19,0,12,0.337268439,0.337268439,0.337268439
8,8,20,0,12,0.337268439,0.337268439,0.337268439
11,12.5,24.5,1.5,12,0.337268439,0.337268439,0.337268439
7,11.5,23.5,4.5,12,0.337268439,0.337268439,0.337268439
9,15,27,6,12,0.337268439,0.337268439,0.337268439
10,16,28,6,12,0.337268439,0.337268439,0.337268439
10,14.5,28.5,4.5,14,0.337268439,0.337268439,0.337268439
11,17,31,6,14,0.337268439,0.337268439,0.337268439
5,-1,-1,-6,0,0.335410197,0.335410197,0.335410197
6,0,0,-6,0,0.335410197,0.335410197,0.335410197
7,1,1,-6,0,0.335410197,0.335410197,0.335410197
8,2,2,-6,0,0.335410197,0.335410197,0.335410197
9,3,3,-6,0,0.335410197,0.335410197,0.335410197
10,4,4,-6,0,0.335410197,0.335410197,0.335410197
11,5,5,-6,0,0.335410197,0.335410197,0.335410197
5,0.5,0.5,-4.5,0,0.335410197,0.335410197,0.335410197
6,1.5,1.5,-4.5,0,0.335410197,0.335410197,0.335410197
7,2.5,2.5,-4.5,0,0.335410197,0.335410197,0.335410197
8,3.5,3.5,-4.5,0,0.335410197,0.335410197,0.335410197
9,4.5,4.5,-4.5,0,0.335410197,0.335410197,0.335410197
10,5.5,5.5,-4.5,0,0.335410197,0.335410197,0.335410197
11,6.5,6.5,-4.5,0,0.335410197,0.335410197,0.335410197
5,2,2,-3,0,0.335410197,0.335410197,0.335410197
6,3,3,-3,0,0.335410197,0.335410197,0.335410197
7,8.5,8.5,1.5,0,0.335410197,0.335410197,0.335410197
5,-1,1,-6,2,0.335410197,0.335410197,0.335410197
7,10,12,3,2,0.335410197,0.335410197,0.335410197
10,14.5,16.5,4.5,2,0.335410197,0.335410197,0.335410197
8,8,12,0,4,0.335410197,0.335410197,0.335410197
10,13,19,3,6,0.335410197,0.335410197,0.335410197
8,12.5,20.5,4.5,8,0.335410197,0.335410197,0.335410197
9,12,22,3,10,0.335410197,0.335410197,0.335410197
9,12,24,3,12,0.335410197,0.335410197,0.335410197
11,15.5,27.5,4.5,12,0.335410197,0.335410197,0.335410197
5,8,22,3,14,0.335410197,0.335410197,0.335410197
8,11,25,3,14,0.335410197,0.335410197,0.335410197
8,11,13,3,2,0.32596012,0.32596012,0.32596012
11,17,21,6,4,0.32596012,0.32596012,0.32596012
10,11.5,17.5,1.5,6,0.32596012,0.32596012,0.32596012
9,10.5,10.5,1.5,0,0.325,0.325,0.325
6,12,12,6,0,0.325,0.325,0.325
11,11,13,0,2,0.325,0.325,0.325
10,13,15,3,2,0.325,0.325,0.325
6,10.5,14.5,4.5,4,0.325,0.325,0.325
6,7.5,13.5,1.5,6,0.325,0.325,0.325
10,14.5,24.5,4.5,10,0.325,0.325,0.325
7,7,21,0,14,0.325,0.325,0.325
11,11,25,0,14,0.325,0.325,0.325
5,6.5,20.5,1.5,14,0.325,0.325,0.325
10,11.5,25.5,1.5,14,0.325,0.325,0.325
11,14,28,3,14,0.325,0.325,0.325
8,5,5,-3,0,0.324037035,0.324037035,0.324037035
10,7,7,-3,0,0.324037035,0.324037035,0.324037035
5,11,11,6,0,0.324037035,0.324037035,0.324037035
8,14,14,6,0,0.324037035,0.324037035,0.324037035
6,6,8,0,2,0.324037035,0.324037035,0.324037035
5,8,10,3,2,0.324037035,0.324037035,0.324037035
5,9.5,11.5,4.5,2,0.324037035,0.324037035,0.324037035
11,11,15,0,4,0.324037035,0.324037035,0.324037035
5,9.5,13.5,4.5,4,0.324037035,0.324037035,0.324037035
8,12.5,16.5,4.5,4,0.324037035,0.324037035,0.324037035
10,16,20,6,4,0.324037035,0.324037035,0.324037035
5,5,11,0,6,0.324037035,0.324037035,0.324037035
7,7,13,0,6,0.324037035,0.324037035,0.324037035
9,10.5,16.5,1.5,6,0.324037035,0.324037035,0.324037035
5,8,14,3,6,0.324037035,0.324037035,0.324037035
5,11,17,6,6,0.324037035,0.324037035,0.324037035
8,14,20,6,6,0.324037035,0.324037035,0.324037035
8,8,16,0,8,0.324037035,0.324037035,0.324037035
7,10,18,3,8,0.324037035,0.324037035,0.324037035
10,14.5,22.5,4.5,8,0.324037035,0.324037035,0.324037035
11,15.5,23.5,4.5,8,0.324037035,0.324037035,0.324037035
8,8,18,0,10,0.324037035,0.324037035,0.324037035
9,9,19,0,10,0.324037035,0.324037035,0.324037035
11,11,21,0,10,0.324037035,0.324037035,0.324037035
5,6.5,16.5,1.5,10,0.324037035,0.324037035,0.324037035
11,12.5,22.5,1.5,10,0.324037035,0.324037035,0.324037035
5,8,18,3,10,0.324037035,0.324037035,0.324037035
7,11.5,21.5,4.5,10,0.324037035,0.324037035,0.324037035
8,12.5,22.5,4.5,10,0.324037035,0.324037035,0.324037035
11,17,27,6,10,0.324037035,0.324037035,0.324037035
7,10,22,3,12,0.324037035,0.324037035,0.324037035
9,13.5,25.5,4.5,12,0.324037035,0.324037035,0.324037035
7,4,4,-3,0,0.321130814,0.321130814,0.321130814
6,6,6,0,0,0.321130814,0.321130814,0.321130814
6,0,2,-6,2,0.321130814,0.321130814,0.321130814
6,9,17,3,8,0.321130814,0.321130814,0.321130814
7,7,17,0,10,0.321130814,0.321130814,0.321130814
10,10,24,0,14,0.321130814,0.321130814,0.321130814
7,11.5,25.5,4.5,14,0.321130814,0.321130814,0.321130814
8,14,28,6,14,0.321130814,0.321130814,0.321130814
5,6.5,6.5,1.5,0,0.316227766,0.316227766,0.316227766
11,17,17,6,0,0.316227766,0.316227766,0.316227766
8,9.5,11.5,1.5,2,0.316227766,0.316227766,0.316227766
8,12.5,14.5,4.5,2,0.316227766,0.316227766,0.316227766
11,15.5,19.5,4.5,4,0.316227766,0.316227766,0.316227766
8,11,17,3,6,0.316227766,0.316227766,0.316227766
6,10.5,20.5,4.5,10,0.316227766,0.316227766,0.316227766
7,7,7,0,0,0.3122499,0.3122499,0.3122499
9,9,9,0,0,0.3122499,0.3122499,0.3122499
10,11.5,13.5,1.5,2,0.3122499,0.3122499,0.3122499
9,13.5,15.5,4.5,2,0.3122499,0.3122499,0.3122499
6,12,14,6,2,0.3122499,0.3122499,0.3122499
10,10,14,0,4,0.3122499,0.3122499,0.3122499
6,12,16,6,4,0.3122499,0.3122499,0.3122499
5,6.5,12.5,1.5,6,0.3122499,0.3122499,0.3122499
9,12,18,3,6,0.3122499,0.3122499,0.3122499
6,10.5,16.5,4.5,6,0.3122499,0.3122499,0.3122499
9,9,17,0,8,0.3122499,0.3122499,0.3122499
5,6.5,14.5,1.5,8,0.3122499,0.3122499,0.3122499
9,12,20,3,8,0.3122499,0.3122499,0.3122499
6,12,20,6,8,0.3122499,0.3122499,0.3122499
6,7.5,17.5,1.5,10,0.3122499,0.3122499,0.3122499
6,12,22,6,10,0.3122499,0.3122499,0.3122499
5,5,17,0,12,0.3122499,0.3122499,0.3122499
6,9,23,3,14,0.3122499,0.3122499,0.3122499
5,9.5,23.5,4.5,14,0.3122499,0.3122499,0.3122499
9,6,6,-3,0,0.310241841,0.310241841,0.310241841
5,3.5,3.5,-1.5,0,0.310241841,0.310241841,0.310241841
6,4.5,4.5,-1.5,0,0.310241841,0.310241841,0.310241841
7,5.5,5.5,-1.5,0,0.310241841,0.310241841,0.310241841
11,9.5,9.5,-1.5,0,0.310241841,0.310241841,0.310241841
8,8,8,0,0,0.310241841,0.310241841,0.310241841
6,7.5,7.5,1.5,0,0.310241841,0.310241841,0.310241841
9,12,12,3,0,0.310241841,0.310241841,0.310241841
11,14,14,3,0,0.310241841,0.310241841,0.310241841
7,11.5,11.5,4.5,0,0.310241841,0.310241841,0.310241841
6,9,11,3,2,0.310241841,0.310241841,0.310241841
11,14,16,3,2,0.310241841,0.310241841,0.310241841
9,10.5,14.5,1.5,4,0.310241841,0.310241841,0.310241841
11,12.5,16.5,1.5,4,0.310241841,0.310241841,0.310241841
7,10,14,3,4,0.310241841,0.310241841,0.310241841
11,12.5,18.5,1.5,6,0.310241841,0.310241841,0.310241841
7,13,19,6,6,0.310241841,0.310241841,0.310241841
10,16,22,6,6,0.310241841,0.310241841,0.310241841
11,11,19,0,8,0.310241841,0.310241841,0.310241841
6,6,18,0,12,0.310241841,0.310241841,0.310241841
6,7.5,19.5,1.5,12,0.310241841,0.310241841,0.310241841
5,11,23,6,12,0.310241841,0.310241841,0.310241841
9,9,23,0,14,0.310241841,0.310241841,0.310241841
6,7.5,21.5,1.5,14,0.310241841,0.310241841,0.310241841
7,1,3,-6,2,0.306186218,0.306186218,0.306186218
8,11,19,3,8,0.306186218,0.306186218,0.306186218
10,11.5,11.5,1.5,0,0.3,0.3,0.3
11,17,19,6,2,0.3,0.3,0.3
6,6,10,0,4,0.3,0.3,0.3
9,9,15,0,6,0.3,0.3,0.3
11,15.5,21.5,4.5,6,0.3,0.3,0.3
6,9,19,3,10,0.3,0.3,0.3
5,8,8,3,0,0.298956519,0.298956519,0.298956519
5,9.5,9.5,4.5,0,0.298956519,0.298956519,0.298956519
10,10,12,0,2,0.298956519,0.298956519,0.298956519
8,14,16,6,2,0.298956519,0.298956519,0.298956519
9,15,17,6,2,0.298956519,0.298956519,0.298956519
5,6.5,10.5,1.5,4,0.298956519,0.298956519,0.298956519
5,8,12,3,4,0.298956519,0.298956519,0.298956519
8,12.5,18.5,4.5,6,0.298956519,0.298956519,0.298956519
9,13.5,19.5,4.5,6,0.298956519,0.298956519,0.298956519
7,11.5,19.5,4.5,8,0.298956519,0.298956519,0.298956519
9,13.5,21.5,4.5,8,0.298956519,0.298956519,0.298956519
10,13,23,3,10,0.298956519,0.298956519,0.298956519
11,14,24,3,10,0.298956519,0.298956519,0.298956519
5,11,21,6,10,0.298956519,0.298956519,0.298956519
11,11,23,0,12,0.298956519,0.298956519,0.298956519
9,10.5,22.5,1.5,12,0.298956519,0.298956519,0.298956519
6,9,21,3,12,0.298956519,0.298956519,0.298956519
