5,9,13,9,9,5,7,4,4,2,-4,4,0.987420883,0.987420883,0.987420883
13,9,13,5,13,5,9,-4,4,-4,0,8,0.987420883,0.987420883,0.987420883
13,9,13,5,5,9,9,-4,4,-4,0,4,0.987420883,0.987420883,0.987420883
5,9,13,9,5,9,7,4,4,2,-4,4,0.987420883,0.987420883,0.987420883
13,9,13,5,13,9,9,-4,4,-4,4,4,0.987420883,0.987420883,0.987420883
5,9,13,13,5,13,9,4,4,4,-8,8,0.987420883,0.987420883,0.987420883
5,9,13,13,9,13,9,4,4,4,-4,4,0.987420883,0.987420883,0.987420883
9,9,13,13,9,13,11,0,4,2,-4,4,0.987420883,0.987420883,0.987420883
13,9,13,9,13,13,11,-4,4,-2,4,0,0.987420883,0.987420883,0.987420883
9,13,13,9,9,1,9,4,0,0,-8,8,0.987420883,0.987420883,0.987420883
9,13,13,5,13,1,7,4,0,-2,-4,12,0.987420883,0.987420883,0.987420883
13,13,13,9,13,1,11,0,0,-2,-8,12,0.987420883,0.987420883,0.987420883
5,13,13,13,13,1,9,8,0,4,-12,12,0.987420883,0.987420883,0.987420883
5,13,13,9,9,5,7,8,0,2,-4,4,0.987420883,0.987420883,0.987420883
5,13,13,9,1,9,7,8,0,2,-8,8,0.987420883,0.987420883,0.987420883
13,13,13,13,13,9,13,0,0,0,-4,4,0.987420883,0.987420883,0.987420883
5,13,13,13,5,13,9,8,0,4,-8,8,0.987420883,0.987420883,0.987420883
9,13,13,13,5,13,11,4,0,2,-8,8,0.987420883,0.987420883,0.987420883
13,13,13,13,5,13,13,0,0,0,-8,8,0.987420883,0.987420883,0.987420883
5,13,13,13,9,13,9,8,0,4,-4,4,0.987420883,0.987420883,0.987420883
13,13,13,13,9,13,13,0,0,0,-4,4,0.987420883,0.987420883,0.987420883
5,1,5,5,13,9,5,-4,4,0,4,4,0.975,0.975,0.975
5,5,5,13,13,1,9,0,0,4,-12,12,0.975,0.975,0.975
9,1,9,5,5,1,7,-8,8,-2,-4,4,0.975,0.975,0.975
5,5,9,5,1,9,5,0,4,0,-4,8,0.975,0.975,0.975
5,9,9,9,9,1,7,4,0,2,-8,8,0.975,0.975,0.975
9,9,9,9,13,5,9,0,0,0,-4,8,0.975,0.975,0.975
9,9,9,13,13,9,11,0,0,2,-4,4,0.975,0.975,0.975
5,9,9,9,1,13,7,4,0,2,-8,12,0.975,0.975,0.975
5,9,9,13,5,13,9,4,0,4,-8,8,0.975,0.975,0.975
5,1,13,9,9,13,7,-4,12,2,0,4,0.975,0.975,0.975
9,13,13,9,13,1,9,4,0,0,-8,12,0.975,0.975,0.975
5,13,13,9,1,13,7,8,0,2,-8,12,0.975,0.975,0.975
5,1,5,13,13,5,9,-4,4,4,-8,8,0.974679434,0.974679434,0.974679434
5,1,5,5,5,13,5,-4,4,0,0,8,0.974679434,0.974679434,0.974679434
5,5,5,9,9,1,7,0,0,2,-8,8,0.974679434,0.974679434,0.974679434
5,5,5,5,1,13,5,0,0,0,-4,12,0.974679434,0.974679434,0.974679434
5,5,5,13,5,13,9,0,0,4,-8,8,0.974679434,0.974679434,0.974679434
5,1,9,13,13,1,9,-4,8,4,-12,12,0.974679434,0.974679434,0.974679434
5,1,9,5,5,5,5,-4,8,0,0,0,0.974679434,0.974679434,0.974679434
9,1,9,5,5,5,7,-8,8,-2,0,0,0.974679434,0.974679434,0.974679434
9,1,9,9,9,5,9,-8,8,0,-4,4,0.974679434,0.974679434,0.974679434
9,1,9,5,13,5,7,-8,8,-2,0,8,0.974679434,0.974679434,0.974679434
9,1,9,9,13,5,9,-8,8,0,-4,8,0.974679434,0.974679434,0.974679434
9,1,9,5,9,9,7,-8,8,-2,4,0,0.974679434,0.974679434,0.974679434
5,1,9,5,9,13,5,-4,8,0,4,4,0.974679434,0.974679434,0.974679434
9,1,9,5,9,13,7,-8,8,-2,4,4,0.974679434,0.974679434,0.974679434
5,1,9,9,9,13,7,-4,8,2,0,4,0.974679434,0.974679434,0.974679434
9,5,9,5,13,1,7,-4,4,-2,-4,12,0.974679434,0.974679434,0.974679434
